source.bytes,source.packets,destination.bytes,destination.packets,network.packets,event.duration,network.transport_tcp,network.transport_udp
3.0784810391565463e-07,1.8436481055198823e-05,3.896000145450672e-06,1.9212717721261893e-05,2.4647641426112535e-05,5.1550004238699095e-08,1.0,0.0
1.559493684309566e-07,6.145493685066275e-06,1.829333401628447e-06,7.31913056048072e-06,8.802729080754477e-06,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,7.732500635804864e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,7.732500635804864e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.2887501059674774e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.0310000847739819e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.1598750953707296e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.0310000847739819e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,6.443750529837387e-08,1.0,0.0
3.2050633187271274e-07,1.4924770378018095e-05,3.629333468828449e-06,1.3723369800901351e-05,1.8779155372276217e-05,5.1550004238699095e-08,1.0,0.0
1.559493684309566e-07,6.145493685066275e-06,1.829333401628447e-06,7.31913056048072e-06,8.802729080754477e-06,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,7.732500635804864e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,1.1598750953707296e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.0310000847739819e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,1.0310000847739819e-07,1.0,0.0
2.9518987595859646e-07,1.6680625716608456e-05,3.7626668071395605e-06,1.5553152441021532e-05,2.1126549793810746e-05,5.1550004238699095e-08,1.0,0.0
2.9518987595859646e-07,1.6680625716608456e-05,3.7626668071395605e-06,1.5553152441021532e-05,2.1126549793810746e-05,9.021250741772342e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,6.591956792023646e-05,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.4638261120961441e-05,1.8192306766892587e-05,7.732500635804864e-08,1.0,0.0
1.559493684309566e-07,6.145493685066275e-06,1.829333401628447e-06,7.31913056048072e-06,8.802729080754477e-06,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,7.732500635804864e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.5465001271609729e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.5465001271609729e-07,1.0,0.0
2.9518987595859646e-07,1.6680625716608456e-05,3.7626668071395605e-06,1.5553152441021532e-05,2.1126549793810746e-05,5.1550004238699095e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,1.2887501059674774e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.0310000847739819e-07,1.0,0.0
2.9518987595859646e-07,1.6680625716608456e-05,3.6960001379840048e-06,1.3723369800901351e-05,1.995285258304348e-05,6.443750529837387e-08,1.0,0.0
2.9518987595859646e-07,1.6680625716608456e-05,3.7626668071395605e-06,1.5553152441021532e-05,2.1126549793810746e-05,5.1550004238699095e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,1.0310000847739819e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,7.732500635804864e-08,1.0,0.0
2.825316480015383e-07,1.4924770378018095e-05,3.7626668071395605e-06,1.5553152441021532e-05,1.995285258304348e-05,5.1550004238699095e-08,1.0,0.0
1.559493684309566e-07,6.145493685066275e-06,1.8960000707840027e-06,8.23402188054081e-06,9.389577686138108e-06,7.732500635804864e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,2.964125243725198e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.1598750953707296e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,1.1598750953707296e-07,1.0,0.0
3.2050633187271274e-07,1.4924770378018095e-05,3.629333468828449e-06,1.3723369800901351e-05,1.8779155372276217e-05,1.1598750953707296e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.1598750953707296e-07,1.0,0.0
2.825316480015383e-07,1.4924770378018095e-05,3.7626668071395605e-06,1.5553152441021532e-05,1.995285258304348e-05,5.1550004238699095e-08,1.0,0.0
3.2050633187271274e-07,1.4924770378018095e-05,3.629333468828449e-06,1.3723369800901351e-05,1.8779155372276217e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,6.443750529837387e-08,1.0,0.0
2.9518987595859646e-07,1.6680625716608456e-05,3.7626668071395605e-06,1.5553152441021532e-05,2.1126549793810746e-05,5.1550004238699095e-08,1.0,0.0
1.559493684309566e-07,6.145493685066275e-06,1.8960000707840027e-06,8.23402188054081e-06,9.389577686138108e-06,7.732500635804864e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,7.732500635804864e-08,1.0,0.0
3.2050633187271274e-07,1.4924770378018095e-05,3.629333468828449e-06,1.3723369800901351e-05,1.8779155372276217e-05,7.732500635804864e-08,1.0,0.0
3.2050633187271274e-07,1.4924770378018095e-05,3.629333468828449e-06,1.3723369800901351e-05,1.8779155372276217e-05,1.1598750953707296e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.1598750953707296e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,1.2887501059674774e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.1598750953707296e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,7.732500635804864e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,6.443750529837387e-08,1.0,0.0
2.9518987595859646e-07,1.6680625716608456e-05,3.7626668071395605e-06,1.5553152441021532e-05,2.1126549793810746e-05,5.1550004238699095e-08,1.0,0.0
1.559493684309566e-07,6.145493685066275e-06,1.829333401628447e-06,7.31913056048072e-06,8.802729080754477e-06,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,8.376875688788603e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,7.474750614611369e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,9.794500805352828e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,9.021250741772341e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,6.443750529837387e-08,1.0,0.0
3.2050633187271274e-07,1.4924770378018095e-05,3.629333468828449e-06,1.3723369800901351e-05,1.8779155372276217e-05,5.1550004238699095e-08,1.0,0.0
1.559493684309566e-07,6.145493685066275e-06,1.8960000707840027e-06,8.23402188054081e-06,9.389577686138108e-06,7.732500635804864e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,7.732500635804864e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.6753751377577207e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,3.0930002543219457e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,2.0620001695479638e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,5.15500042386991e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,4.6395003814829186e-07,1.0,0.0
2.9518987595859646e-07,1.6680625716608456e-05,3.7626668071395605e-06,1.5553152441021532e-05,2.1126549793810746e-05,6.443750529837387e-08,1.0,0.0
2.9518987595859646e-07,1.6680625716608456e-05,3.7626668071395605e-06,1.5553152441021532e-05,2.1126549793810746e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,5.1550004238699095e-08,1.0,0.0
1.559493684309566e-07,6.145493685066275e-06,1.8960000707840027e-06,8.23402188054081e-06,9.389577686138108e-06,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,7.732500635804864e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,1.2887501059674774e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,3.4796252861121893e-07,1.0,0.0
3.2050633187271274e-07,1.4924770378018095e-05,3.629333468828449e-06,1.3723369800901351e-05,1.8779155372276217e-05,7.732500635804864e-08,1.0,0.0
3.2050633187271274e-07,1.4924770378018095e-05,3.629333468828449e-06,1.3723369800901351e-05,1.8779155372276217e-05,1.1598750953707296e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.4176251165642253e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,6.532674287149143e-05,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,7.732500635804864e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,1.1598750953707296e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,1.1598750953707296e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,1.2887501059674774e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.4176251165642253e-07,1.0,0.0
2.9518987595859646e-07,1.6680625716608456e-05,3.6960001379840048e-06,1.3723369800901351e-05,1.995285258304348e-05,3.866250317902432e-08,1.0,0.0
2.9518987595859646e-07,1.6680625716608456e-05,3.6960001379840048e-06,1.3723369800901351e-05,1.995285258304348e-05,5.1550004238699095e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,9.021250741772342e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.4176251165642253e-07,1.0,0.0
1.559493684309566e-07,6.145493685066275e-06,1.829333401628447e-06,7.31913056048072e-06,8.802729080754477e-06,1.4176251165642253e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.4176251165642253e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,7.732500635804864e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,9.021250741772342e-08,1.0,0.0
2.825316480015383e-07,1.4924770378018095e-05,3.7626668071395605e-06,1.5553152441021532e-05,1.995285258304348e-05,3.866250317902432e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,2.7063752225317026e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.6960001379840048e-06,1.5553152441021532e-05,1.8779155372276217e-05,2.8352502331284505e-07,1.0,0.0
2.9518987595859646e-07,1.6680625716608456e-05,3.7626668071395605e-06,1.5553152441021532e-05,2.1126549793810746e-05,5.1550004238699095e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.0310000847739819e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,1.0310000847739819e-07,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,6.443750529837387e-08,1.0,0.0
3.0784810391565463e-07,1.8436481055198823e-05,3.896000145450672e-06,1.9212717721261893e-05,2.4647641426112535e-05,5.1550004238699095e-08,1.0,0.0
1.559493684309566e-07,6.145493685066275e-06,1.829333401628447e-06,7.31913056048072e-06,8.802729080754477e-06,7.732500635804864e-08,1.0,0.0
3.0784810391565463e-07,1.3168915039427732e-05,3.629333468828449e-06,1.3723369800901351e-05,1.7605458161508954e-05,6.443750529837387e-08,1.0,0.0
3.64962028457901e-06,0.00023879632604828952,3.0229334461895152e-05,0.00047757326907136704,0.00046595779267460366,0.9859618899582163,1.0,0.0
3.687594968450185e-06,0.00024318596439476545,3.0029334454428487e-05,0.00047482859511118673,0.0004671314898853709,0.9820687047630992,1.0,0.0
3.6749367404931265e-06,0.00024143010905617509,3.0096001123584042e-05,0.00047574348643124683,0.0004665446412799873,0.9820686145505918,1.0,0.0
3.6749367404931265e-06,0.00024230803672547027,3.0029334454428487e-05,0.00047482859511118673,0.0004665446412799873,0.9820685243380843,1.0,0.0
3.624303828664894e-06,0.00023704047070969916,3.0096001123584042e-05,0.00047574348643124683,0.00046361039825306913,0.9820684727880801,1.0,0.0
3.624303828664894e-06,0.00023704047070969916,3.0029334454428487e-05,0.00047482859511118673,0.0004630235496476855,0.9820687563131034,1.0,0.0
3.64962028457901e-06,0.0002396742537175847,3.0029334454428487e-05,0.00047391370379112663,0.00046419724685845275,0.9820686145505918,1.0,0.0
3.64962028457901e-06,0.00023879632604828952,3.0029334454428487e-05,0.00047482859511118673,0.00046419724685845275,0.9820683954630738,1.0,0.0
0.0025316369838166222,0.01162727405214539,0.0026666294328874986,0.0115742900900802,0.015196444636409146,0.7623377911457249,1.0,0.0
3.64962028457901e-06,0.00023879632604828952,3.0029334454428487e-05,0.00047482859511118673,0.00046419724685845275,0.9820028754076864,1.0,0.0
3.64962028457901e-06,0.00023879632604828952,3.0029334454428487e-05,0.00047482859511118673,0.00046419724685845275,0.9820028754076864,1.0,0.0
3.6369620566219522e-06,0.00023791839837899434,3.0029334454428487e-05,0.00047482859511118673,0.00046361039825306913,0.9820027723076779,1.0,0.0
0.00011768759594971604,0.010474555022360818,0.0006342293570112292,0.010778334641627921,0.013915354130856677,0.7623375591707058,1.0,0.0
9.75736717259506e-05,0.0101497217847216,0.0005131626858247402,0.010577058551214701,0.013569113453680334,0.7623377138207185,1.0,0.0
3.6369620566219522e-06,0.00023791839837899434,3.0096001123584042e-05,0.00047574348643124683,0.00046419724685845275,0.982068253700562,1.0,0.0
9.873822869799995e-05,0.010176059614800455,0.000527896019708118,0.010589867029695542,0.013594934792317215,0.7623377009332174,1.0,0.0
0.00010132050720123983,0.010156745206075962,0.0005228960195214513,0.010584377681775182,0.013578503031366472,0.7623376751582153,1.0,0.0
9.73331653947665e-05,0.01014621007404442,0.0005119626857799401,0.01057156920329434,0.013563244967626498,0.7623375849457078,1.0,0.0
0.00206328254940547,0.003042897301777101,0.0014666293880874971,0.002762971786581472,0.0038063000545182357,0.7616902071049773,1.0,0.0
1.0,0.9999999999999999,0.7333333233777773,0.5168870639856692,1.0,0.7622056555973601,1.0,0.0
0.0001518901278896872,0.011225183179608198,0.010866629739020842,0.011508417915035873,0.01488541487555582,0.7623376107207099,1.0,0.0
0.00011440911490883797,0.010369203702045394,0.0009332960348430519,0.01077101551106744,0.013840237509367572,0.7622061066598971,1.0,0.0
0.00010680151990664601,0.010307748765194732,0.0005755626881543403,0.010683185944341672,0.01374282064087389,0.7622719617903121,1.0,0.0
0.0001262572162766444,0.010613267594109455,0.0036666294702208334,0.01118088682245436,0.014266289596876088,0.7622061710974024,1.0,0.0
0.0003291053192885015,0.01328041185342822,0.012066629783820844,0.014057305132723283,0.0178941876753577,0.7622061324348991,1.0,0.0
0.00012267493776479694,0.01048157844371518,0.0009332960348430519,0.010899100295875853,0.013997512935610386,0.7622720520028193,1.0,0.0
0.00027847240746026885,0.012405995894810218,0.005133296191643057,0.013052754463297305,0.016665326695684372,0.7622061324348991,1.0,0.0
0.00012657367197557086,0.010657163977574215,0.001999962741331942,0.011107695516849554,0.014248684138714579,0.7622061324348991,1.0,0.0
0.007164548416099911,0.023718971841347934,0.00599996289066528,0.026701103175953728,0.032982065319770874,0.7622060164473897,1.0,0.0
0.0001145230389604515,0.010432414494234649,0.000631562690245007,0.01076186659786684,0.013876622122901357,0.7622719875653141,1.0,0.0
0.00011051038069806405,0.010365691991368215,0.000611762689505807,0.010716122031863834,0.013802679198623019,0.762271974677813,1.0,0.0
9.772557046143531e-05,0.010156745206075962,0.0005143626858695402,0.010575228768574581,0.013572634545312635,0.7622719617903121,1.0,0.0
9.799139324853353e-05,0.010156745206075962,0.0005139626858546069,0.010580718116494942,0.013576155636944937,0.7622720648903205,1.0,0.0
9.723189957111003e-05,0.010144454218705828,0.0005119626857799401,0.01057156920329434,0.01356207127041573,0.762271974677813,1.0,0.0
9.721924134315297e-05,0.010144454218705828,0.0005118960191107846,0.01057156920329434,0.01356207127041573,0.762271974677813,1.0,0.0
9.72445577990671e-05,0.010144454218705828,0.0005123626857948735,0.01057156920329434,0.01356207127041573,0.7622719617903121,1.0,0.0
9.725721602702416e-05,0.010142698363367238,0.0005115626857650069,0.0105679096380141,0.013558550178783428,0.7622719489028109,1.0,0.0
9.747240590229415e-05,0.010162012772091732,0.000656762691185807,0.010589867029695542,0.013585545214631076,0.7622719875653141,1.0,0.0
9.915595022058288e-05,0.010230491130296757,0.0030666294478208325,0.010838717468751887,0.013790942226515347,0.762206093772396,1.0,0.0
9.747240590229415e-05,0.010162012772091732,0.000656762691185807,0.010589867029695542,0.013585545214631076,0.76227193601531,1.0,0.0
9.747240590229415e-05,0.010162012772091732,0.000656762691185807,0.010589867029695542,0.013585545214631076,0.7622719489028109,1.0,0.0
9.87255704700429e-05,0.010205909155556492,0.0011999627114652744,0.010644760508899148,0.013650098561223276,0.7622059133473812,1.0,0.0
0.000139231899932629,0.010804655826015806,0.002399962756265276,0.011065610516126789,0.014320279668571382,0.7622720133403162,1.0,0.0
9.726987425498121e-05,0.0101497217847216,0.0005390293534570957,0.010577058551214701,0.013569113453680334,0.7622718844653056,1.0,0.0
9.728253248293827e-05,0.010144454218705828,0.0005117626857724736,0.01057156920329434,0.01356207127041573,0.7622719617903121,1.0,0.0
0.06446834637770223,0.05352022657557289,0.044199964316798665,0.06261973640151286,0.07594231747687963,0.7620081933061237,1.0,0.0
0.12894935959095655,0.10704133107881507,0.0848666325016876,0.050918276417944316,0.10421257534402532,0.7620081933061237,1.0,0.0
0.0044683458612465215,0.006864516446219028,0.002999962778665277,0.0033805234276220327,0.0067569748423871355,0.7616904906300005,1.0,0.0
0.03779746007218067,0.05962796937085948,0.027199963682131977,0.01819444368203501,0.05152882864431517,0.761174848825102,1.0,0.0
0.06367087801640756,0.05342453245961972,0.04366663096355422,0.06297379934237611,0.07610546138917629,0.7620741515365471,1.0,0.0
0.12734176464041014,0.10684994284690873,0.08413329914097649,0.058736937639177846,0.10909985052966022,0.7620741515365471,1.0,0.0
0.002075940777362528,0.0028111243970831727,0.0014666293880874971,0.002712652763978167,0.0036190953494008573,0.7616766236788604,1.0,0.0
0.004151890162320067,0.005623126721835641,0.00279996277119861,0.0032597577733741007,0.0058497068984640415,0.7616766236788604,1.0,0.0
0.0035316369924242173,0.0035854566014015235,0.0021999627487986092,0.003838883978972138,0.00485910645257647,0.7617166007071474,1.0,0.0
0.007063282592443446,0.007171791130472342,0.004199962823465278,0.004428988880410896,0.007634900356041049,0.7617166007071474,1.0,0.0
0.0017594850784360741,0.002826049167461191,0.0012666293806208302,0.002722716568498828,0.003635527110351599,0.7616658239529723,1.0,0.0
0.003506320536510101,0.005652976262591677,0.002399962756265276,0.003279885382415423,0.005882570420365525,0.7616658239529723,1.0,0.0
0.077911384468098,0.0773155781241495,0.06519996510079869,0.09351744606258222,0.1116673131782136,0.7603648951585034,1.0,0.0
0.15189872687710299,0.15463203417596832,0.12579996736319876,0.08865388380514279,0.16022962212231454,0.7603648951585034,1.0,0.0
0.004367080037590057,0.005189430453203821,0.0036666294702208334,0.006107814452721161,0.007386663395963773,0.7603649080460045,1.0,0.0
0.008734168682775125,0.010379738834076937,0.00706662959715417,0.007036429142582153,0.01145176368545619,0.7603649080460045,1.0,0.0
0.002075940777362528,0.002836584299492733,0.0014666293880874971,0.0027282059164191884,0.0036460903852485044,0.760395902486053,1.0,0.0
0.00413923193436301,0.005674046526654762,0.00279996277119861,0.0032945236435363845,0.00590604436458087,0.760395902486053,1.0,0.0
0.001746826850479016,0.0028673117679180646,0.0012666293806208302,0.00273918461225991,0.003673672269701535,0.7604079522995438,1.0,0.0
0.003506320536510101,0.005735501463505425,0.002399962756265276,0.0033164810352178265,0.0059612081334869315,0.7604079522995438,1.0,0.0
0.0005569534225155485,0.015924729993345307,0.014399963204265292,0.01697580844371497,0.021533822725946984,0.7578263023122677,1.0,0.0
0.00011496607693894852,0.010305992909856142,0.0007332960273763849,0.010706973118663234,0.013756905007403097,0.7571554821071095,1.0,0.0
9.910531730875465e-05,0.010081243426516576,0.000570362687960207,0.010498377897689534,0.01347287028239742,0.7550130510434481,1.0,0.0
0.000139231899932629,0.011477148420695915,0.04266663092622088,0.0124040965173747,0.015628365209971497,0.7550129350559385,1.0,0.0
9.905468439692641e-05,0.010081243426516576,0.0007332960273763849,0.010513016158810494,0.013482259860083556,0.7550130510434481,1.0,0.0
0.0001088015199238612,0.010209420866233672,0.0008666293656874962,0.010620973334577585,0.013637187891904835,0.7550788546238587,1.0,0.0
9.939645655176698e-05,0.01010582540125684,0.0008666293656874962,0.010527654419931457,0.013508081198720436,0.7550129866059428,1.0,0.0
9.919392490445405e-05,0.010111092967272611,0.0017332960647097196,0.010566079855373979,0.01353624993177885,0.7550129866059428,1.0,0.0
0.0007341686139143628,0.01795801047543295,0.025666630291554197,0.01921180282994183,0.02432722208757307,0.7550129994934438,1.0,0.0
0.00021518126767497802,0.011561429476948253,0.0034666294627541663,0.012231182057883344,0.01557378828967082,0.7550129737184417,1.0,0.0
9.987746921413519e-05,0.01010055783524107,0.0007332960273763849,0.010520335289370976,0.013499865318245065,0.7550129737184417,1.0,0.0
